Step,Vehicle_ID,Battery_Level
314,EV_19,26.0
314,EV_3,0
316,EV_14,80
316,EV_18,28.0
316,EV_19,28.0
316,EV_3,0
318,EV_18,30.0
318,EV_19,30.0
318,EV_3,0
320,EV_18,32.0
320,EV_19,32.0
320,EV_3,0
322,EV_18,34.0
322,EV_19,34.0
322,EV_3,0
324,EV_18,36.0
324,EV_19,36.0
324,EV_3,0
326,EV_18,38.0
326,EV_19,38.0
326,EV_3,0
328,EV_18,40.0
328,EV_19,40.0
328,EV_3,0
330,EV_18,42.0
330,EV_19,42.0
330,EV_3,0
332,EV_18,44.0
332,EV_19,44.0
332,EV_3,0
334,EV_18,46.0
334,EV_19,46.0
334,EV_3,0
336,EV_18,48.0
336,EV_19,48.0
336,EV_3,0
338,EV_18,50.0
338,EV_19,50.0
338,EV_3,0
340,EV_18,52.0
340,EV_19,52.0
340,EV_3,0
342,EV_18,54.0
342,EV_19,54.0
342,EV_3,0
344,EV_18,56.0
344,EV_19,56.0
344,EV_3,0
346,EV_18,58.0
346,EV_19,58.0
346,EV_3,0
348,EV_18,60.0
348,EV_19,60.0
348,EV_3,0
350,EV_18,62.0
350,EV_19,62.0
350,EV_3,0
352,EV_18,64.0
352,EV_19,64.0
352,EV_3,0
354,EV_18,66.0
354,EV_19,66.0
354,EV_3,0
356,EV_18,68.0
356,EV_19,68.0
356,EV_3,0
358,EV_18,70.0
358,EV_19,70.0
358,EV_3,0
360,EV_18,72.0
360,EV_19,72.0
360,EV_3,0
362,EV_18,74.0
362,EV_19,74.0
362,EV_3,0
364,EV_18,76.0
364,EV_19,76.0
364,EV_3,0
366,EV_18,78.0
366,EV_19,78.0
366,EV_3,0
368,EV_18,80
368,EV_19,80
368,EV_3,0
370,EV_18,79.0
370,EV_19,79.0
370,EV_3,0
372,EV_18,78.0
372,EV_19,78.0
372,EV_3,0
374,EV_18,77.0
374,EV_3,0
376,EV_18,76.0
376,EV_3,0
378,EV_18,75.0
378,EV_3,2.0
380,EV_18,74.0
380,EV_3,4.0
382,EV_18,73.0
382,EV_3,6.0
384,EV_18,72.0
384,EV_3,8.0
386,EV_18,71.0
386,EV_3,10.0
388,EV_18,70.0
388,EV_3,12.0
390,EV_18,69.0
390,EV_3,14.0
392,EV_18,68.0
392,EV_3,16.0
394,EV_18,67.0
394,EV_3,18.0
396,EV_18,69.0
396,EV_3,20.0
398,EV_18,71.0
398,EV_3,22.0
400,EV_18,73.0
400,EV_3,24.0
402,EV_18,75.0
402,EV_3,26.0
404,EV_18,77.0
404,EV_3,28.0
406,EV_18,79.0
406,EV_3,30.0
408,EV_18,80
408,EV_3,32.0
410,EV_3,34.0
412,EV_3,36.0
414,EV_3,38.0
416,EV_3,40.0
418,EV_3,42.0
420,EV_3,44.0
422,EV_3,46.0
424,EV_3,48.0
426,EV_3,50.0
428,EV_3,52.0
430,EV_3,54.0
432,EV_3,56.0
434,EV_3,58.0
436,EV_3,60.0
438,EV_3,62.0
440,EV_3,64.0
442,EV_3,66.0
444,EV_3,68.0
446,EV_3,70.0
448,EV_3,72.0
450,EV_3,74.0
452,EV_3,76.0
454,EV_3,78.0
456,EV_3,80
458,EV_3,79.0
460,EV_3,78.0
462,EV_3,77.0
464,EV_3,76.0
466,EV_3,75.0
468,EV_3,74.0
470,EV_3,73.0
472,EV_3,72.0
474,EV_3,71.0
476,EV_3,70.0
478,EV_3,69.0
480,EV_3,68.0
482,EV_3,70.0
484,EV_3,72.0
486,EV_3,74.0
488,EV_3,76.0
490,EV_3,78.0
492,EV_3,80
10,EV_0,71.0
12,EV_0,70.0
14,EV_0,69.0
14,EV_1,56.0
16,EV_0,68.0
16,EV_1,55.0
16,EV_2,93.0
18,EV_0,67.0
18,EV_1,54.0
18,EV_2,92.0
20,EV_0,66.0
20,EV_1,53.0
20,EV_2,91.0
20,EV_3,83.0
22,EV_0,65.0
22,EV_1,52.0
22,EV_2,90.0
22,EV_3,82.0
22,EV_4,90.0
24,EV_0,64.0
24,EV_1,51.0
24,EV_2,89.0
24,EV_3,81.0
24,EV_4,89.0
26,EV_0,63.0
26,EV_1,50.0
26,EV_2,88.0
26,EV_3,80.0
26,EV_4,88.0
26,EV_5,89.0
28,EV_0,62.0
28,EV_1,49.0
28,EV_2,87.0
28,EV_3,79.0
28,EV_4,87.0
28,EV_5,88.0
30,EV_0,61.0
30,EV_1,48.0
30,EV_2,86.0
30,EV_3,78.0
30,EV_4,86.0
30,EV_5,87.0
30,EV_6,73.0
32,EV_0,60.0
32,EV_1,47.0
32,EV_2,85.0
32,EV_3,77.0
32,EV_4,85.0
32,EV_5,86.0
32,EV_6,72.0
34,EV_0,59.0
34,EV_1,46.0
34,EV_2,84.0
34,EV_3,76.0
34,EV_4,84.0
34,EV_5,85.0
34,EV_6,71.0
36,EV_0,58.0
36,EV_1,45.0
36,EV_2,83.0
36,EV_3,75.0
36,EV_4,83.0
36,EV_5,84.0
36,EV_6,70.0
36,EV_7,74.0
38,EV_0,57.0
38,EV_1,44.0
38,EV_2,82.0
38,EV_3,74.0
38,EV_4,82.0
38,EV_5,83.0
38,EV_6,69.0
38,EV_7,73.0
40,EV_0,56.0
40,EV_1,43.0
40,EV_2,81.0
40,EV_3,73.0
40,EV_4,81.0
40,EV_5,82.0
40,EV_6,68.0
40,EV_7,72.0
40,EV_8,77.0
42,EV_0,55.0
42,EV_1,42.0
42,EV_2,80.0
42,EV_3,72.0
42,EV_4,80.0
42,EV_5,81.0
42,EV_6,67.0
42,EV_7,71.0
42,EV_8,76.0
44,EV_0,54.0
44,EV_1,41.0
44,EV_2,79.0
44,EV_3,71.0
44,EV_4,79.0
44,EV_5,80.0
44,EV_6,66.0
44,EV_7,70.0
44,EV_8,75.0
46,EV_0,53.0
46,EV_1,40.0
46,EV_2,78.0
46,EV_3,70.0
46,EV_4,78.0
46,EV_5,79.0
46,EV_6,65.0
46,EV_7,69.0
46,EV_8,74.0
46,EV_9,67.0
48,EV_0,52.0
48,EV_1,39.0
48,EV_2,77.0
48,EV_3,69.0
48,EV_4,77.0
48,EV_5,78.0
48,EV_6,64.0
48,EV_7,68.0
48,EV_8,73.0
48,EV_9,66.0
50,EV_0,51.0
50,EV_1,38.0
50,EV_10,76.0
50,EV_2,76.0
50,EV_3,68.0
50,EV_4,76.0
50,EV_5,77.0
50,EV_6,63.0
50,EV_7,67.0
50,EV_8,72.0
50,EV_9,65.0
52,EV_0,50.0
52,EV_1,37.0
52,EV_10,75.0
52,EV_2,75.0
52,EV_3,67.0
52,EV_4,75.0
52,EV_5,76.0
52,EV_6,62.0
52,EV_7,66.0
52,EV_8,71.0
52,EV_9,64.0
54,EV_0,49.0
54,EV_1,36.0
54,EV_10,74.0
54,EV_2,74.0
54,EV_3,66.0
54,EV_4,74.0
54,EV_5,75.0
54,EV_6,61.0
54,EV_7,65.0
54,EV_8,70.0
54,EV_9,63.0
56,EV_0,48.0
56,EV_1,35.0
56,EV_10,73.0
56,EV_11,56.0
56,EV_2,73.0
56,EV_3,65.0
56,EV_4,73.0
56,EV_5,74.0
56,EV_6,60.0
56,EV_7,64.0
56,EV_8,69.0
56,EV_9,62.0
58,EV_0,47.0
58,EV_1,34.0
58,EV_10,72.0
58,EV_11,55.0
58,EV_2,72.0
58,EV_3,64.0
58,EV_4,72.0
58,EV_5,73.0
58,EV_6,59.0
58,EV_7,63.0
58,EV_8,68.0
58,EV_9,61.0
60,EV_0,46.0
60,EV_1,33.0
60,EV_10,71.0
60,EV_11,54.0
60,EV_12,49.0
60,EV_2,71.0
60,EV_3,63.0
60,EV_4,71.0
60,EV_5,72.0
60,EV_6,58.0
60,EV_7,62.0
60,EV_8,67.0
60,EV_9,60.0
62,EV_0,45.0
62,EV_1,32.0
62,EV_10,70.0
62,EV_11,53.0
62,EV_12,48.0
62,EV_2,70.0
62,EV_3,62.0
62,EV_4,70.0
62,EV_5,71.0
62,EV_6,57.0
62,EV_7,61.0
62,EV_8,66.0
62,EV_9,59.0
64,EV_0,44.0
64,EV_1,31.0
64,EV_10,69.0
64,EV_11,52.0
64,EV_12,47.0
64,EV_2,69.0
64,EV_3,61.0
64,EV_4,69.0
64,EV_5,70.0
64,EV_6,56.0
64,EV_7,60.0
64,EV_8,65.0
64,EV_9,58.0
66,EV_0,43.0
66,EV_1,30.0
66,EV_10,68.0
66,EV_11,51.0
66,EV_12,46.0
66,EV_13,61.0
66,EV_2,68.0
66,EV_3,60.0
66,EV_4,68.0
66,EV_5,69.0
66,EV_6,55.0
66,EV_7,59.0
66,EV_8,64.0
66,EV_9,57.0
68,EV_0,42.0
68,EV_1,29.0
68,EV_10,67.0
68,EV_11,50.0
68,EV_12,45.0
68,EV_13,60.0
68,EV_2,67.0
68,EV_3,59.0
68,EV_4,67.0
68,EV_5,68.0
68,EV_6,54.0
68,EV_7,58.0
68,EV_8,63.0
68,EV_9,56.0
70,EV_0,41.0
70,EV_1,28.0
70,EV_10,66.0
70,EV_11,49.0
70,EV_12,44.0
70,EV_13,59.0
70,EV_14,67.0
70,EV_2,66.0
70,EV_3,58.0
70,EV_4,66.0
70,EV_5,67.0
70,EV_6,53.0
70,EV_7,57.0
70,EV_8,62.0
70,EV_9,55.0
72,EV_0,40.0
72,EV_1,27.0
72,EV_10,65.0
72,EV_11,48.0
72,EV_12,43.0
72,EV_13,58.0
72,EV_14,66.0
72,EV_2,65.0
72,EV_3,57.0
72,EV_4,65.0
72,EV_5,66.0
72,EV_6,52.0
72,EV_7,56.0
72,EV_8,61.0
72,EV_9,54.0
74,EV_0,39.0
74,EV_1,26.0
74,EV_10,64.0
74,EV_11,47.0
74,EV_12,42.0
74,EV_13,57.0
74,EV_14,65.0
74,EV_2,64.0
74,EV_3,56.0
74,EV_4,64.0
74,EV_5,65.0
74,EV_6,51.0
74,EV_7,55.0
74,EV_8,60.0
74,EV_9,53.0
76,EV_1,25.0
76,EV_10,63.0
76,EV_11,46.0
76,EV_12,41.0
76,EV_13,56.0
76,EV_14,64.0
76,EV_15,79.0
76,EV_2,63.0
76,EV_3,55.0
76,EV_4,63.0
76,EV_5,64.0
76,EV_6,50.0
76,EV_7,54.0
76,EV_8,59.0
76,EV_9,52.0
78,EV_1,24.0
78,EV_10,62.0
78,EV_11,45.0
78,EV_12,40.0
78,EV_13,55.0
78,EV_14,63.0
78,EV_15,78.0
78,EV_2,62.0
78,EV_3,54.0
78,EV_4,62.0
78,EV_5,63.0
78,EV_6,49.0
78,EV_7,53.0
78,EV_8,58.0
78,EV_9,51.0
80,EV_1,26.0
80,EV_10,61.0
80,EV_11,44.0
80,EV_12,39.0
80,EV_13,54.0
80,EV_14,62.0
80,EV_15,77.0
80,EV_16,51.0
80,EV_2,61.0
80,EV_3,53.0
80,EV_4,61.0
80,EV_5,62.0
80,EV_6,48.0
80,EV_7,52.0
80,EV_8,57.0
80,EV_9,50.0
82,EV_1,28.0
82,EV_10,60.0
82,EV_11,43.0
82,EV_12,38.0
82,EV_13,53.0
82,EV_14,61.0
82,EV_15,76.0
82,EV_16,50.0
82,EV_2,60.0
82,EV_3,52.0
82,EV_4,60.0
82,EV_5,61.0
82,EV_6,47.0
82,EV_7,51.0
82,EV_8,56.0
82,EV_9,49.0
84,EV_1,30.0
84,EV_10,59.0
84,EV_11,42.0
84,EV_12,37.0
84,EV_13,52.0
84,EV_14,60.0
84,EV_15,75.0
84,EV_16,49.0
84,EV_2,59.0
84,EV_3,51.0
84,EV_4,59.0
84,EV_5,60.0
84,EV_6,46.0
84,EV_7,50.0
84,EV_8,55.0
84,EV_9,48.0
86,EV_1,32.0
86,EV_10,58.0
86,EV_11,41.0
86,EV_12,36.0
86,EV_13,51.0
86,EV_14,59.0
86,EV_15,74.0
86,EV_16,48.0
86,EV_17,69.0
86,EV_3,50.0
86,EV_4,58.0
86,EV_5,59.0
86,EV_6,45.0
86,EV_7,49.0
86,EV_8,54.0
86,EV_9,47.0
88,EV_1,34.0
88,EV_10,57.0
88,EV_11,40.0
88,EV_12,35.0
88,EV_13,50.0
88,EV_14,58.0
88,EV_15,73.0
88,EV_16,47.0
88,EV_17,68.0
88,EV_3,49.0
88,EV_4,57.0
88,EV_5,58.0
88,EV_6,44.0
88,EV_7,48.0
88,EV_8,53.0
88,EV_9,46.0
90,EV_1,36.0
90,EV_10,56.0
90,EV_11,39.0
90,EV_12,34.0
90,EV_13,49.0
90,EV_14,57.0
90,EV_15,72.0
90,EV_16,46.0
90,EV_17,67.0
90,EV_18,54.0
90,EV_4,56.0
90,EV_5,57.0
90,EV_6,43.0
90,EV_7,47.0
90,EV_8,52.0
90,EV_9,45.0
92,EV_1,38.0
92,EV_10,55.0
92,EV_11,38.0
92,EV_12,33.0
92,EV_13,48.0
92,EV_14,56.0
92,EV_15,71.0
92,EV_16,45.0
92,EV_17,66.0
92,EV_18,53.0
92,EV_4,55.0
92,EV_5,56.0
92,EV_6,42.0
92,EV_7,46.0
92,EV_8,51.0
92,EV_9,44.0
94,EV_1,40.0
94,EV_10,54.0
94,EV_11,37.0
94,EV_12,32.0
94,EV_13,47.0
94,EV_14,55.0
94,EV_15,70.0
94,EV_16,44.0
94,EV_17,65.0
94,EV_18,52.0
94,EV_5,55.0
94,EV_6,41.0
94,EV_7,45.0
94,EV_8,50.0
94,EV_9,43.0
96,EV_1,42.0
96,EV_10,53.0
96,EV_11,36.0
96,EV_12,31.0
96,EV_13,46.0
96,EV_14,54.0
96,EV_15,69.0
96,EV_16,43.0
96,EV_17,64.0
96,EV_18,51.0
96,EV_19,86.0
96,EV_5,54.0
96,EV_6,40.0
96,EV_7,44.0
96,EV_8,49.0
96,EV_9,42.0
98,EV_1,44.0
98,EV_10,52.0
98,EV_11,35.0
98,EV_12,30.0
98,EV_13,45.0
98,EV_14,53.0
98,EV_15,68.0
98,EV_16,42.0
98,EV_17,63.0
98,EV_18,50.0
98,EV_19,85.0
98,EV_5,53.0
98,EV_6,39.0
98,EV_7,43.0
98,EV_8,48.0
98,EV_9,41.0
100,EV_1,46.0
100,EV_10,51.0
100,EV_11,34.0
100,EV_12,29.0
100,EV_13,44.0
100,EV_14,52.0
100,EV_15,67.0
100,EV_16,41.0
100,EV_17,62.0
100,EV_18,49.0
100,EV_19,84.0
100,EV_5,52.0
100,EV_6,38.0
100,EV_7,42.0
100,EV_8,47.0
100,EV_9,40.0
102,EV_1,48.0
102,EV_10,50.0
102,EV_11,33.0
102,EV_12,28.0
102,EV_13,43.0
102,EV_14,51.0
102,EV_15,66.0
102,EV_16,40.0
102,EV_17,61.0
102,EV_18,48.0
102,EV_19,83.0
102,EV_5,51.0
102,EV_6,37.0
102,EV_7,41.0
102,EV_8,46.0
102,EV_9,39.0
104,EV_1,50.0
104,EV_10,49.0
104,EV_11,32.0
104,EV_12,27.0
104,EV_13,42.0
104,EV_14,50.0
104,EV_15,65.0
104,EV_16,39.0
104,EV_17,60.0
104,EV_18,47.0
104,EV_19,82.0
104,EV_6,36.0
104,EV_7,40.0
104,EV_8,45.0
104,EV_9,38.0
106,EV_1,52.0
106,EV_10,48.0
106,EV_11,31.0
106,EV_12,26.0
106,EV_13,41.0
106,EV_14,49.0
106,EV_15,64.0
106,EV_16,38.0
106,EV_17,59.0
106,EV_18,46.0
106,EV_19,81.0
106,EV_7,39.0
106,EV_8,44.0
106,EV_9,37.0
108,EV_1,54.0
108,EV_10,47.0
108,EV_11,30.0
108,EV_12,25.0
108,EV_13,40.0
108,EV_14,48.0
108,EV_15,63.0
108,EV_16,37.0
108,EV_17,58.0
108,EV_18,45.0
108,EV_19,80.0
108,EV_7,38.0
108,EV_8,43.0
108,EV_9,36.0
110,EV_1,56.0
110,EV_10,46.0
110,EV_11,29.0
110,EV_12,24.0
110,EV_13,39.0
110,EV_14,47.0
110,EV_15,62.0
110,EV_16,36.0
110,EV_17,57.0
110,EV_18,44.0
110,EV_19,79.0
110,EV_8,42.0
110,EV_9,35.0
112,EV_1,58.0
112,EV_10,45.0
112,EV_11,28.0
112,EV_12,23.0
112,EV_13,38.0
112,EV_14,46.0
112,EV_15,61.0
112,EV_16,35.0
112,EV_17,56.0
112,EV_18,43.0
112,EV_19,78.0
112,EV_8,41.0
112,EV_9,34.0
114,EV_1,60.0
114,EV_10,44.0
114,EV_11,27.0
114,EV_12,22.0
114,EV_13,37.0
114,EV_14,45.0
114,EV_15,60.0
114,EV_16,34.0
114,EV_17,55.0
114,EV_18,42.0
114,EV_19,77.0
114,EV_9,33.0
116,EV_1,62.0
116,EV_10,43.0
116,EV_11,26.0
116,EV_12,21.0
116,EV_13,36.0
116,EV_14,44.0
116,EV_15,59.0
116,EV_16,33.0
116,EV_17,54.0
116,EV_18,41.0
116,EV_19,76.0
116,EV_9,32.0
118,EV_1,64.0
118,EV_10,42.0
118,EV_11,25.0
118,EV_12,20.0
118,EV_13,35.0
118,EV_14,43.0
118,EV_15,58.0
118,EV_16,32.0
118,EV_17,53.0
118,EV_18,40.0
118,EV_19,75.0
118,EV_9,31.0
120,EV_1,66.0
120,EV_10,41.0
120,EV_11,27.0
120,EV_12,19.0
120,EV_13,34.0
120,EV_14,42.0
120,EV_15,57.0
120,EV_16,31.0
120,EV_17,52.0
120,EV_18,39.0
120,EV_19,74.0
120,EV_9,30.0
122,EV_1,68.0
122,EV_10,40.0
122,EV_11,29.0
122,EV_12,18.0
122,EV_13,33.0
122,EV_14,41.0
122,EV_15,56.0
122,EV_16,30.0
122,EV_17,51.0
122,EV_18,38.0
122,EV_19,73.0
122,EV_9,29.0
124,EV_1,70.0
124,EV_11,31.0
124,EV_12,17.0
124,EV_13,32.0
124,EV_14,40.0
124,EV_15,55.0
124,EV_16,29.0
124,EV_17,50.0
124,EV_18,37.0
124,EV_19,72.0
124,EV_9,28.0
126,EV_1,72.0
126,EV_11,33.0
126,EV_12,16.0
126,EV_13,31.0
126,EV_14,39.0
126,EV_15,54.0
126,EV_16,28.0
126,EV_17,49.0
126,EV_18,36.0
126,EV_19,71.0
126,EV_9,27.0
128,EV_1,74.0
128,EV_11,35.0
128,EV_12,15.0
128,EV_13,30.0
128,EV_14,38.0
128,EV_15,53.0
128,EV_16,27.0
128,EV_17,48.0
128,EV_18,35.0
128,EV_19,70.0
128,EV_9,26.0
130,EV_1,76.0
130,EV_11,37.0
130,EV_12,14.0
130,EV_13,29.0
130,EV_14,37.0
130,EV_15,52.0
130,EV_16,26.0
130,EV_17,47.0
130,EV_18,34.0
130,EV_19,69.0
130,EV_9,25.0
132,EV_1,78.0
132,EV_11,39.0
132,EV_12,13.0
132,EV_13,28.0
132,EV_14,36.0
132,EV_15,51.0
132,EV_16,25.0
132,EV_17,46.0
132,EV_18,33.0
132,EV_19,68.0
132,EV_9,24.0
134,EV_1,80
134,EV_11,41.0
134,EV_12,12.0
134,EV_13,27.0
134,EV_14,35.0
134,EV_15,50.0
134,EV_16,24.0
134,EV_17,45.0
134,EV_18,32.0
134,EV_19,67.0
134,EV_9,26.0
136,EV_1,79.0
136,EV_11,43.0
136,EV_12,11.0
136,EV_13,26.0
136,EV_14,34.0
136,EV_15,49.0
136,EV_16,23.0
136,EV_17,44.0
136,EV_18,31.0
136,EV_19,66.0
136,EV_9,28.0
138,EV_1,78.0
138,EV_11,45.0
138,EV_12,10.0
138,EV_13,25.0
138,EV_15,48.0
138,EV_16,22.0
138,EV_17,43.0
138,EV_18,30.0
138,EV_19,65.0
138,EV_9,30.0
140,EV_1,77.0
140,EV_11,47.0
140,EV_12,9.0
140,EV_13,24.0
140,EV_15,47.0
140,EV_16,21.0
140,EV_17,42.0
140,EV_18,29.0
140,EV_19,64.0
140,EV_9,32.0
142,EV_1,76.0
142,EV_11,49.0
142,EV_12,8.0
142,EV_13,26.0
142,EV_15,46.0
142,EV_16,20.0
142,EV_17,41.0
142,EV_18,28.0
142,EV_19,63.0
142,EV_9,34.0
144,EV_1,75.0
144,EV_11,51.0
144,EV_12,7.0
144,EV_13,28.0
144,EV_15,45.0
144,EV_16,19.0
144,EV_17,40.0
144,EV_18,27.0
144,EV_19,62.0
144,EV_9,36.0
146,EV_1,74.0
146,EV_11,53.0
146,EV_12,6.0
146,EV_13,30.0
146,EV_15,44.0
146,EV_16,18.0
146,EV_17,39.0
146,EV_18,26.0
146,EV_19,61.0
146,EV_9,38.0
148,EV_1,73.0
148,EV_11,55.0
148,EV_12,5.0
148,EV_13,32.0
148,EV_16,17.0
148,EV_17,38.0
148,EV_18,25.0
148,EV_19,60.0
148,EV_9,40.0
150,EV_1,72.0
150,EV_11,57.0
150,EV_12,4.0
150,EV_13,34.0
150,EV_16,16.0
150,EV_17,37.0
150,EV_18,24.0
150,EV_19,59.0
150,EV_9,42.0
152,EV_1,71.0
152,EV_11,59.0
152,EV_12,3.0
152,EV_13,36.0
152,EV_16,15.0
152,EV_17,36.0
152,EV_18,23.0
152,EV_19,58.0
152,EV_9,44.0
154,EV_1,70.0
154,EV_11,61.0
154,EV_12,2.0
154,EV_13,38.0
154,EV_16,14.0
154,EV_17,35.0
154,EV_18,22.0
154,EV_19,57.0
154,EV_9,46.0
156,EV_1,69.0
156,EV_11,63.0
156,EV_12,1.0
156,EV_13,40.0
156,EV_16,13.0
156,EV_17,34.0
156,EV_18,21.0
156,EV_19,56.0
156,EV_9,48.0
158,EV_1,68.0
158,EV_11,65.0
158,EV_12,0
158,EV_13,42.0
158,EV_16,12.0
158,EV_17,33.0
158,EV_18,20.0
158,EV_19,55.0
158,EV_9,50.0
160,EV_1,67.0
160,EV_11,67.0
160,EV_12,0
160,EV_13,44.0
160,EV_16,11.0
160,EV_17,32.0
160,EV_18,19.0
160,EV_19,54.0
160,EV_9,52.0
162,EV_1,66.0
162,EV_11,69.0
162,EV_12,0
162,EV_13,46.0
162,EV_16,10.0
162,EV_17,31.0
162,EV_18,18.0
162,EV_19,53.0
162,EV_9,54.0
164,EV_1,65.0
164,EV_11,71.0
164,EV_12,0
164,EV_13,48.0
164,EV_16,9.0
164,EV_17,30.0
164,EV_18,17.0
164,EV_19,52.0
164,EV_9,56.0
166,EV_1,64.0
166,EV_11,73.0
166,EV_12,0
166,EV_13,50.0
166,EV_16,8.0
166,EV_17,29.0
166,EV_18,16.0
166,EV_19,51.0
166,EV_9,58.0
168,EV_1,63.0
168,EV_11,75.0
168,EV_12,0
168,EV_13,52.0
168,EV_16,7.0
168,EV_17,28.0
168,EV_18,15.0
168,EV_19,50.0
168,EV_9,60.0
170,EV_1,62.0
170,EV_11,77.0
170,EV_12,0
170,EV_13,54.0
170,EV_16,6.0
170,EV_17,27.0
170,EV_18,14.0
170,EV_19,49.0
170,EV_9,62.0
172,EV_1,61.0
172,EV_11,79.0
172,EV_12,0
172,EV_13,56.0
172,EV_16,5.0
172,EV_17,26.0
172,EV_18,13.0
172,EV_19,48.0
172,EV_9,64.0
174,EV_1,60.0
174,EV_11,80
174,EV_12,0
174,EV_13,58.0
174,EV_16,4.0
174,EV_17,25.0
174,EV_18,12.0
174,EV_19,47.0
174,EV_9,66.0
176,EV_1,59.0
176,EV_11,79.0
176,EV_12,0
176,EV_13,60.0
176,EV_16,3.0
176,EV_17,24.0
176,EV_18,11.0
176,EV_19,46.0
176,EV_9,68.0
178,EV_1,58.0
178,EV_11,78.0
178,EV_12,0
178,EV_13,62.0
178,EV_16,2.0
178,EV_17,23.0
178,EV_18,10.0
178,EV_19,45.0
178,EV_9,70.0
180,EV_1,57.0
180,EV_11,77.0
180,EV_12,0
180,EV_13,64.0
180,EV_16,1.0
180,EV_17,22.0
180,EV_18,9.0
180,EV_19,44.0
180,EV_9,72.0
182,EV_1,56.0
182,EV_11,76.0
182,EV_12,0
182,EV_13,66.0
182,EV_16,0
182,EV_17,21.0
182,EV_18,8.0
182,EV_19,43.0
182,EV_9,74.0
184,EV_1,55.0
184,EV_11,75.0
184,EV_12,2.0
184,EV_13,68.0
184,EV_16,0
184,EV_17,20.0
184,EV_18,7.0
184,EV_19,42.0
184,EV_9,76.0
186,EV_1,54.0
186,EV_11,74.0
186,EV_12,4.0
186,EV_13,70.0
186,EV_16,2.0
186,EV_17,19.0
186,EV_18,6.0
186,EV_19,41.0
186,EV_9,78.0
188,EV_1,53.0
188,EV_11,73.0
188,EV_12,6.0
188,EV_13,72.0
188,EV_16,4.0
188,EV_17,18.0
188,EV_18,5.0
188,EV_19,40.0
188,EV_9,80
190,EV_1,52.0
190,EV_11,72.0
190,EV_12,8.0
190,EV_13,74.0
190,EV_16,6.0
190,EV_17,17.0
190,EV_18,4.0
190,EV_19,39.0
190,EV_9,79.0
192,EV_1,51.0
192,EV_11,71.0
192,EV_12,10.0
192,EV_13,76.0
192,EV_16,8.0
192,EV_17,16.0
192,EV_18,3.0
192,EV_19,38.0
192,EV_9,78.0
194,EV_1,50.0
194,EV_11,70.0
194,EV_12,12.0
194,EV_13,78.0
194,EV_16,10.0
194,EV_17,15.0
194,EV_18,2.0
194,EV_19,37.0
194,EV_9,77.0
196,EV_1,49.0
196,EV_11,69.0
196,EV_12,14.0
196,EV_13,80
196,EV_16,12.0
196,EV_17,14.0
196,EV_18,1.0
196,EV_19,36.0
196,EV_9,76.0
198,EV_1,48.0
198,EV_11,68.0
198,EV_12,16.0
198,EV_13,79.0
198,EV_16,14.0
198,EV_17,13.0
198,EV_18,0
198,EV_19,35.0
198,EV_9,75.0
200,EV_1,47.0
200,EV_11,67.0
200,EV_12,18.0
200,EV_13,78.0
200,EV_16,16.0
200,EV_17,12.0
200,EV_18,0
200,EV_19,34.0
200,EV_9,74.0
202,EV_1,46.0
202,EV_11,66.0
202,EV_12,20.0
202,EV_13,77.0
202,EV_16,18.0
202,EV_17,11.0
202,EV_18,0
202,EV_19,33.0
202,EV_9,73.0
204,EV_1,48.0
204,EV_11,65.0
204,EV_12,22.0
204,EV_13,76.0
204,EV_16,20.0
204,EV_17,10.0
204,EV_18,0
204,EV_9,72.0
206,EV_1,50.0
206,EV_11,64.0
206,EV_12,24.0
206,EV_13,75.0
206,EV_16,22.0
206,EV_17,9.0
206,EV_18,0
206,EV_9,71.0
208,EV_1,52.0
208,EV_11,66.0
208,EV_12,26.0
208,EV_13,74.0
208,EV_16,24.0
208,EV_17,8.0
208,EV_18,0
208,EV_9,70.0
210,EV_1,54.0
210,EV_11,68.0
210,EV_12,28.0
210,EV_13,73.0
210,EV_16,26.0
210,EV_17,7.0
210,EV_18,0
210,EV_9,69.0
212,EV_1,56.0
212,EV_11,70.0
212,EV_12,30.0
212,EV_13,72.0
212,EV_16,28.0
212,EV_17,6.0
212,EV_18,0
212,EV_9,68.0
214,EV_1,58.0
214,EV_11,72.0
214,EV_12,32.0
214,EV_13,71.0
214,EV_16,30.0
214,EV_17,5.0
214,EV_18,0
214,EV_9,67.0
216,EV_1,60.0
216,EV_11,74.0
216,EV_12,34.0
216,EV_13,70.0
216,EV_16,32.0
216,EV_17,4.0
216,EV_18,0
216,EV_9,69.0
218,EV_1,62.0
218,EV_11,76.0
218,EV_12,36.0
218,EV_13,69.0
218,EV_16,34.0
218,EV_17,3.0
218,EV_18,0
218,EV_9,71.0
220,EV_1,64.0
220,EV_11,78.0
220,EV_12,38.0
220,EV_13,68.0
220,EV_16,36.0
220,EV_17,2.0
220,EV_18,0
220,EV_9,73.0
222,EV_1,66.0
222,EV_11,80
222,EV_12,40.0
222,EV_13,70.0
222,EV_16,38.0
222,EV_17,1.0
222,EV_18,0
222,EV_9,75.0
224,EV_1,68.0
224,EV_11,79.0
224,EV_12,42.0
224,EV_13,72.0
224,EV_16,40.0
224,EV_17,0
224,EV_18,0
224,EV_9,77.0
226,EV_1,70.0
226,EV_11,78.0
226,EV_12,44.0
226,EV_13,74.0
226,EV_16,42.0
226,EV_17,0
226,EV_18,0
226,EV_9,79.0
228,EV_1,72.0
228,EV_11,77.0
